id;year;clmhrs;prjhrs;;AE;AP;INP;LB;NM;OS;PD;PH
929;2022;148;32;;45;152;81;1872;127;1589;2425;4694
930;2022;141;21;;56;153;69;2043;134;1892;1496;3663
931;2022;150;25;;64;142;77;2055;140;1828;1336;3892
932;2022;165;39;;68;134;72;1810;70;1377;2040;3922
933;2022;141;26;;49;146;46;2032;66;1965;2781;3909
934;2022;168;36;;58;153;53;1774;134;1999;2825;4130
935;2022;146;32;;68;142;40;2058;83;1649;1716;4208
936;2022;145;28;;64;150;75;1905;60;1320;1273;3959
937;2022;146;51;;53;177;62;1888;104;1787;2691;4490
938;2022;160;46;;40;136;80;1927;88;1678;1936;4133
939;2022;148;52;;47;141;64;2098;141;1721;2321;4014
940;2022;150;12;;45;138;59;1870;134;2188;1534;4054
941;2022;157;35;;68;172;79;1791;85;1970;1228;3857
942;2022;148;37;;53;146;85;1869;54;1744;1884;4062
943;2022;162;26;;69;155;81;1874;78;1265;1299;4560
944;2022;152;19;;53;162;52;1679;80;1657;2850;4257
945;2022;155;52;;42;141;52;1713;148;1956;1904;3613
946;2022;147;37;;47;153;64;1832;54;1757;2677;3892
947;2022;152;44;;50;173;42;1866;146;1842;2460;4367
948;2022;168;47;;58;150;42;1865;144;1708;2323;4226
949;2022;140;21;;55;152;58;1715;60;2294;2274;4379
950;2022;147;46;;47;158;73;1948;98;1704;2533;4230
951;2022;142;26;;65;137;54;1684;134;2079;1628;3834
952;2022;165;34;;53;130;82;2059;110;1592;1400;4256
953;2022;162;36;;58;130;54;1772;114;1783;2722;4623
954;2022;162;13;;41;140;42;1793;52;1337;1700;3676
955;2022;139;46;;54;171;47;1937;145;1870;1306;4344
956;2022;150;40;;67;178;73;1700;120;1602;3143;4791
957;2022;164;36;;58;152;73;1667;130;1667;2801;4177
958;2022;150;20;;51;161;65;1918;125;1380;1266;3782
959;2022;139;30;;48;170;77;1702;108;1385;2784;3604
960;2022;142;38;;53;163;75;1685;58;1424;2747;3703
961;2022;162;54;;59;163;73;1880;83;1706;2204;3895
962;2022;156;45;;46;139;58;1955;67;1677;1442;3738
963;2022;162;43;;62;175;53;2021;135;1285;2251;4276
964;2022;154;50;;60;130;82;2029;118;2221;2590;4482
965;2022;155;24;;57;168;83;2082;73;1602;2047;4764
966;2022;143;53;;55;157;84;1753;94;2237;1708;4753
967;2022;147;13;;43;157;79;1926;125;1724;2046;4604
968;2022;148;27;;62;152;41;1880;144;1737;2328;3610
969;2022;140;13;;40;140;75;1691;148;1324;1443;4598
970;2022;136;41;;44;144;43;1854;112;1349;1260;3756
971;2022;166;26;;68;151;43;1786;64;1906;3198;3607
972;2022;149;10;;62;169;52;2076;77;1515;1826;4392
973;2022;158;11;;46;163;52;1750;143;1764;1798;4409
974;2022;135;38;;55;130;60;1772;109;1405;2502;3696
975;2022;135;31;;60;141;68;1877;136;1741;2136;4172
976;2022;165;40;;55;139;53;1972;60;2276;2377;4053
977;2022;168;37;;43;179;57;1911;145;1655;1821;4706
978;2022;146;11;;45;131;76;1709;126;2299;3035;4006
979;2022;142;23;;56;141;73;2010;67;1948;3145;3800
980;2022;135;34;;60;133;44;1868;83;1459;2058;4422
981;2022;141;35;;59;155;42;2007;124;1606;1368;3835
982;2022;156;37;;67;158;76;2098;81;1482;2755;4368
983;2022;162;42;;58;162;73;1725;106;1930;2536;4685
984;2022;165;12;;53;148;74;1982;114;2027;3110;3739
985;2022;158;28;;70;159;41;1857;85;1461;1472;3720
986;2022;161;43;;69;145;47;1932;141;2272;2287;4077
987;2022;135;47;;68;178;58;1698;84;2196;2623;4755
988;2022;138;55;;44;142;40;1973;106;1602;1809;4533
989;2022;164;25;;66;139;74;1709;56;1973;2429;4657
990;2022;136;43;;50;158;66;1750;82;1921;2421;4032
991;2022;159;44;;58;131;49;2038;112;1646;1648;3863
992;2022;143;48;;40;174;69;1918;146;1765;2280;4683
993;2022;140;24;;45;133;60;1958;102;1500;1425;3757
994;2022;147;31;;40;151;46;1902;88;1685;2652;4655
995;2022;147;43;;40;153;78;1932;80;2224;2288;3870
996;2022;149;20;;52;145;57;1728;92;2068;3165;4579
997;2022;139;26;;67;138;40;1982;121;1786;2260;3902
998;2022;158;53;;51;138;84;1675;100;2266;1933;4277
999;2022;139;33;;55;141;41;1729;80;1601;1900;4649
1000;2022;140;50;;40;156;40;1857;65;2093;2523;4388
